PERMNO,date,COMNAM,RET,sprtrn
10107,2011-12-30,MICROSOFT CORP,0.014855,0.008533
10107,2012-01-31,MICROSOFT CORP,0.137519,0.043583
10107,2012-02-29,MICROSOFT CORP,0.081612,0.040589
10107,2012-03-30,MICROSOFT CORP,0.016226,0.031332
10107,2012-04-30,MICROSOFT CORP,-0.007441,-0.007497
10107,2012-05-31,MICROSOFT CORP,-0.081993,-0.062651
10107,2012-06-29,MICROSOFT CORP,0.047962,0.039555
10107,2012-07-31,MICROSOFT CORP,-0.036613,0.012598
10107,2012-08-31,MICROSOFT CORP,0.052596,0.019763
10107,2012-09-28,MICROSOFT CORP,-0.034393,0.024236
10107,2012-10-31,MICROSOFT CORP,-0.040995,-0.019789
10107,2012-11-30,MICROSOFT CORP,-0.059390,0.002847
10107,2012-12-31,MICROSOFT CORP,0.003558,0.007068
10107,2013-01-31,MICROSOFT CORP,0.027717,0.050428
10107,2013-02-28,MICROSOFT CORP,0.021129,0.011061
10107,2013-03-28,MICROSOFT CORP,0.028957,0.035988
10107,2013-04-30,MICROSOFT CORP,0.157140,0.018086
10107,2013-05-31,MICROSOFT CORP,0.061329,0.020763
10107,2013-06-28,MICROSOFT CORP,-0.010172,-0.014999
10107,2013-07-31,MICROSOFT CORP,-0.078304,0.049462
10107,2013-08-30,MICROSOFT CORP,0.056219,-0.031298
10107,2013-09-30,MICROSOFT CORP,-0.003593,0.029749
10107,2013-10-31,MICROSOFT CORP,0.063852,0.044596
10107,2013-11-29,MICROSOFT CORP,0.084875,0.028049
10107,2013-12-31,MICROSOFT CORP,-0.018883,0.023563
10107,2014-01-31,MICROSOFT CORP,0.011494,-0.035583
10107,2014-02-28,MICROSOFT CORP,0.019820,0.043117
10107,2014-03-31,MICROSOFT CORP,0.069956,0.006932
10107,2014-04-30,MICROSOFT CORP,-0.014394,0.006201
10107,2014-05-30,MICROSOFT CORP,0.020297,0.02103
10107,2014-06-30,MICROSOFT CORP,0.018564,0.019058
10107,2014-07-31,MICROSOFT CORP,0.035012,-0.01508
10107,2014-08-29,MICROSOFT CORP,0.059082,0.037655
10107,2014-09-30,MICROSOFT CORP,0.020471,-0.015514
10107,2014-10-31,MICROSOFT CORP,0.012726,0.023201
10107,2014-11-28,MICROSOFT CORP,0.024920,0.024534
10107,2014-12-31,MICROSOFT CORP,-0.028446,-0.004189
10107,2015-01-30,MICROSOFT CORP,-0.130248,-0.031041
10107,2015-02-27,MICROSOFT CORP,0.093069,0.054893
10107,2015-03-31,MICROSOFT CORP,-0.072862,-0.017396
10107,2015-04-30,MICROSOFT CORP,0.196409,0.008521
10107,2015-05-29,MICROSOFT CORP,-0.030222,0.010491
10107,2015-06-30,MICROSOFT CORP,-0.057832,-0.021012
10107,2015-07-31,MICROSOFT CORP,0.057758,0.019742
10107,2015-08-31,MICROSOFT CORP,-0.061456,-0.062581
10107,2015-09-30,MICROSOFT CORP,0.017004,-0.026443
10107,2015-10-30,MICROSOFT CORP,0.189336,0.082983
10107,2015-11-30,MICROSOFT CORP,0.039324,0.000505
10107,2015-12-31,MICROSOFT CORP,0.020791,-0.01753
10107,2016-01-29,MICROSOFT CORP,-0.007030,-0.050735
10107,2016-02-29,MICROSOFT CORP,-0.069886,-0.004128
10107,2016-03-31,MICROSOFT CORP,0.085495,0.065991
10107,2016-04-29,MICROSOFT CORP,-0.097049,0.002699
10107,2016-05-31,MICROSOFT CORP,0.069982,0.015329
10107,2016-06-30,MICROSOFT CORP,-0.034528,0.000906
10107,2016-07-29,MICROSOFT CORP,0.107680,0.03561
10107,2016-08-31,MICROSOFT CORP,0.020113,-0.001219
10107,2016-09-30,MICROSOFT CORP,0.002436,-0.001234
10107,2016-10-31,MICROSOFT CORP,0.040278,-0.019426
10107,2016-11-30,MICROSOFT CORP,0.012183,0.034174
10107,2016-12-30,MICROSOFT CORP,0.031198,0.018201
10107,2017-01-31,MICROSOFT CORP,0.040393,0.017884
10107,2017-02-28,MICROSOFT CORP,-0.004331,0.037198
10107,2017-03-31,MICROSOFT CORP,0.029384,-0.000389
10107,2017-04-28,MICROSOFT CORP,0.039478,0.009091
10107,2017-05-31,MICROSOFT CORP,0.025854,0.011576
10107,2017-06-30,MICROSOFT CORP,-0.013030,0.004814
10107,2017-07-31,MICROSOFT CORP,0.054693,0.019349
10107,2017-08-31,MICROSOFT CORP,0.033838,0.000546
10107,2017-09-29,MICROSOFT CORP,-0.003745,0.019303
10107,2017-10-31,MICROSOFT CORP,0.116660,0.022188
10107,2017-11-30,MICROSOFT CORP,0.016951,0.028083
10107,2017-12-29,MICROSOFT CORP,0.016277,0.009832
10107,2018-01-31,MICROSOFT CORP,0.110708,0.056179
10107,2018-02-28,MICROSOFT CORP,-0.008631,-0.038947
10107,2018-03-29,MICROSOFT CORP,-0.026661,-0.026885
10107,2018-04-30,MICROSOFT CORP,0.024652,0.002719
10107,2018-05-31,MICROSOFT CORP,0.061377,0.021608
10107,2018-06-29,MICROSOFT CORP,-0.002327,0.004842
10107,2018-07-31,MICROSOFT CORP,0.075753,0.036022
10107,2018-08-31,MICROSOFT CORP,0.062877,0.030263
10107,2018-09-28,MICROSOFT CORP,0.018161,0.004294
10107,2018-10-31,MICROSOFT CORP,-0.066101,-0.069403
10107,2018-11-30,MICROSOFT CORP,0.042505,0.017859
10107,2018-12-31,MICROSOFT CORP,-0.084047,-0.091777
10107,2019-01-31,MICROSOFT CORP,0.028158,0.078684
10107,2019-02-28,MICROSOFT CORP,0.077181,0.029729
10107,2019-03-29,MICROSOFT CORP,0.052754,0.017924
10107,2019-04-30,MICROSOFT CORP,0.107343,0.039313
10107,2019-05-31,MICROSOFT CORP,-0.049464,-0.065778
10107,2019-06-28,MICROSOFT CORP,0.083118,0.06893
10107,2019-07-31,MICROSOFT CORP,0.017244,0.013128
10107,2019-08-30,MICROSOFT CORP,0.015044,-0.018092
10107,2019-09-30,MICROSOFT CORP,0.008487,0.017181
10107,2019-10-31,MICROSOFT CORP,0.031216,0.020432
10107,2019-11-29,MICROSOFT CORP,0.059427,0.034047
10107,2019-12-31,MICROSOFT CORP,0.041749,0.02859
10107,2020-01-31,MICROSOFT CORP,0.079455,-0.001628
10107,2020-02-28,MICROSOFT CORP,-0.045292,-0.08411
10107,2020-03-31,MICROSOFT CORP,-0.026541,-0.125119
10107,2020-04-30,MICROSOFT CORP,0.136326,0.126844
10107,2020-05-29,MICROSOFT CORP,0.025389,0.045282
10107,2020-06-30,MICROSOFT CORP,0.110559,0.018388
10107,2020-07-31,MICROSOFT CORP,0.007371,0.055101
10107,2020-08-31,MICROSOFT CORP,0.102580,0.070065
10107,2020-09-30,MICROSOFT CORP,-0.067397,-0.039228
10107,2020-10-30,MICROSOFT CORP,-0.037370,-0.027666
10107,2020-11-30,MICROSOFT CORP,0.060058,0.107546
10107,2020-12-31,MICROSOFT CORP,0.039006,0.037121
10107,2021-01-29,MICROSOFT CORP,0.042892,-0.011137
10107,2021-02-26,MICROSOFT CORP,0.004225,0.026091
10107,2021-03-31,MICROSOFT CORP,0.014588,0.042439
10107,2021-04-30,MICROSOFT CORP,0.069602,0.052425
10107,2021-05-28,MICROSOFT CORP,-0.007693,0.005487
10107,2021-06-30,MICROSOFT CORP,0.084989,0.022214
10107,2021-07-30,MICROSOFT CORP,0.051717,0.022748
10107,2021-08-31,MICROSOFT CORP,0.061528,0.02899
10107,2021-09-30,MICROSOFT CORP,-0.066119,-0.047569
10107,2021-10-29,MICROSOFT CORP,0.176291,0.069144
10107,2021-11-30,MICROSOFT CORP,-0.001236,-0.008334
10107,2021-12-31,MICROSOFT CORP,0.017333,0.043613
10107,2022-01-31,MICROSOFT CORP,-0.075345,-0.052585
10107,2022-02-28,MICROSOFT CORP,-0.037205,-0.031361
10107,2022-03-31,MICROSOFT CORP,0.031862,0.035773
10107,2022-04-29,MICROSOFT CORP,-0.099867,-0.087957
10107,2022-05-31,MICROSOFT CORP,-0.018125,5.3e-05
10107,2022-06-30,MICROSOFT CORP,-0.055321,-0.08392
10107,2022-07-29,MICROSOFT CORP,0.093097,0.091116
10107,2022-08-31,MICROSOFT CORP,-0.066432,-0.04244
10107,2022-09-30,MICROSOFT CORP,-0.109267,-0.093396
10107,2022-10-31,MICROSOFT CORP,-0.003306,0.079863
10107,2022-11-30,MICROSOFT CORP,0.102055,0.053753
10107,2022-12-30,MICROSOFT CORP,-0.060045,-0.058971
