PERMNO,date,COMNAM,RET,sprtrn
90215,2011-12-30,SALESFORCE COM INC,-0.143219,0.008533
90215,2012-01-31,SALESFORCE COM INC,0.151193,0.043583
90215,2012-02-29,SALESFORCE COM INC,0.225685,0.040589
90215,2012-03-30,SALESFORCE COM INC,0.079282,0.031332
90215,2012-04-30,SALESFORCE COM INC,0.007896,-0.007497
90215,2012-05-31,SALESFORCE COM INC,-0.109870,-0.062651
90215,2012-06-29,SALESFORCE COM INC,-0.002597,0.039555
90215,2012-07-31,SALESFORCE COM INC,-0.100535,0.012598
90215,2012-08-31,SALESFORCE COM INC,0.167417,0.019763
90215,2012-09-28,SALESFORCE COM INC,0.051729,0.024236
90215,2012-10-31,SALESFORCE COM INC,-0.043945,-0.019789
90215,2012-11-30,SALESFORCE COM INC,0.080079,0.002847
90215,2012-12-31,SALESFORCE COM INC,0.066151,0.007068
90215,2013-01-31,SALESFORCE COM INC,0.023974,0.050428
90215,2013-02-28,SALESFORCE COM INC,-0.016906,0.011061
90215,2013-03-28,SALESFORCE COM INC,0.056790,0.035988
90215,2013-04-30,SALESFORCE COM INC,-0.080467,0.018086
90215,2013-05-31,SALESFORCE COM INC,0.029677,0.020763
90215,2013-06-28,SALESFORCE COM INC,-0.098039,-0.014999
90215,2013-07-31,SALESFORCE COM INC,0.145888,0.049462
90215,2013-08-30,SALESFORCE COM INC,0.122971,-0.031298
90215,2013-09-30,SALESFORCE COM INC,0.056585,0.029749
90215,2013-10-31,SALESFORCE COM INC,0.027933,0.044596
90215,2013-11-29,SALESFORCE COM INC,-0.023801,0.028049
90215,2013-12-31,SALESFORCE COM INC,0.059512,0.023563
90215,2014-01-31,SALESFORCE COM INC,0.096757,-0.035583
90215,2014-02-28,SALESFORCE COM INC,0.030398,0.043117
90215,2014-03-31,SALESFORCE COM INC,-0.084656,0.006932
90215,2014-04-30,SALESFORCE COM INC,-0.095288,0.006201
90215,2014-05-30,SALESFORCE COM INC,0.018974,0.02103
90215,2014-06-30,SALESFORCE COM INC,0.103553,0.019058
90215,2014-07-31,SALESFORCE COM INC,-0.065944,-0.01508
90215,2014-08-29,SALESFORCE COM INC,0.089217,0.037655
90215,2014-09-30,SALESFORCE COM INC,-0.026400,-0.015514
90215,2014-10-31,SALESFORCE COM INC,0.112289,0.023201
90215,2014-11-28,SALESFORCE COM INC,-0.064385,0.024534
90215,2014-12-31,SALESFORCE COM INC,-0.009354,-0.004189
90215,2015-01-30,SALESFORCE COM INC,-0.048221,-0.031041
90215,2015-02-27,SALESFORCE COM INC,0.229052,0.054893
90215,2015-03-31,SALESFORCE COM INC,-0.037042,-0.017396
90215,2015-04-30,SALESFORCE COM INC,0.089957,0.008521
90215,2015-05-29,SALESFORCE COM INC,-0.000961,0.010491
90215,2015-06-30,SALESFORCE COM INC,-0.042887,-0.021012
90215,2015-07-31,SALESFORCE COM INC,0.052707,0.019742
90215,2015-08-31,SALESFORCE COM INC,-0.053752,-0.062581
90215,2015-09-30,SALESFORCE COM INC,0.001009,-0.026443
90215,2015-10-30,SALESFORCE COM INC,0.119257,0.082983
90215,2015-11-30,SALESFORCE COM INC,0.025479,0.000505
90215,2015-12-31,SALESFORCE COM INC,-0.016188,-0.01753
90215,2016-01-29,SALESFORCE COM INC,-0.131888,-0.050735
90215,2016-02-29,SALESFORCE COM INC,-0.004555,-0.004128
90215,2016-03-31,SALESFORCE COM INC,0.089742,0.065991
90215,2016-04-29,SALESFORCE COM INC,0.026683,0.002699
90215,2016-05-31,SALESFORCE COM INC,0.104354,0.015329
90215,2016-06-30,SALESFORCE COM INC,-0.051368,0.000906
90215,2016-07-29,SALESFORCE COM INC,0.030097,0.03561
90215,2016-08-31,SALESFORCE COM INC,-0.029095,-0.001219
90215,2016-09-30,SALESFORCE COM INC,-0.101863,-0.001234
90215,2016-10-31,SALESFORCE COM INC,0.053694,-0.019426
90215,2016-11-30,SALESFORCE COM INC,-0.042044,0.034174
90215,2016-12-30,SALESFORCE COM INC,-0.049167,0.018201
90215,2017-01-31,SALESFORCE COM INC,0.155419,0.017884
90215,2017-02-28,SALESFORCE COM INC,0.028445,0.037198
90215,2017-03-31,SALESFORCE COM INC,0.014014,-0.000389
90215,2017-04-28,SALESFORCE COM INC,0.044005,0.009091
90215,2017-05-31,SALESFORCE COM INC,0.040873,0.011576
90215,2017-06-30,SALESFORCE COM INC,-0.033913,0.004814
90215,2017-07-31,SALESFORCE COM INC,0.048499,0.019349
90215,2017-08-31,SALESFORCE COM INC,0.051652,0.000546
90215,2017-09-29,SALESFORCE COM INC,-0.021678,0.019303
90215,2017-10-31,SALESFORCE COM INC,0.095483,0.022188
90215,2017-11-30,SALESFORCE COM INC,0.019347,0.028083
90215,2017-12-29,SALESFORCE COM INC,-0.020034,0.009832
90215,2018-01-31,SALESFORCE COM INC,0.114252,0.056179
90215,2018-02-28,SALESFORCE COM INC,0.020543,-0.038947
90215,2018-03-29,SALESFORCE COM INC,0.000430,-0.026885
90215,2018-04-30,SALESFORCE COM INC,0.040327,0.002719
90215,2018-05-31,SALESFORCE COM INC,0.068931,0.021608
90215,2018-06-29,SALESFORCE COM INC,0.054666,0.004842
90215,2018-07-31,SALESFORCE COM INC,0.005499,0.036022
90215,2018-08-31,SALESFORCE COM INC,0.113234,0.030263
90215,2018-09-28,SALESFORCE COM INC,0.041590,0.004294
90215,2018-10-31,SALESFORCE COM INC,-0.137018,-0.069403
90215,2018-11-30,SALESFORCE COM INC,0.040221,0.017859
90215,2018-12-31,SALESFORCE COM INC,-0.040558,-0.091777
90215,2019-01-31,SALESFORCE COM INC,0.109513,0.078684
90215,2019-02-28,SALESFORCE COM INC,0.076857,0.029729
90215,2019-03-29,SALESFORCE COM INC,-0.032264,0.017924
90215,2019-04-30,SALESFORCE COM INC,0.044074,0.039313
90215,2019-05-31,SALESFORCE COM INC,-0.084306,-0.065778
90215,2019-06-28,SALESFORCE COM INC,0.002113,0.06893
90215,2019-07-31,SALESFORCE COM INC,0.018256,0.013128
