PERMNO,date,COMNAM,RET,sprtrn
15488,2015-06-30,,,-0.021012
15488,2015-07-31,PAYPAL HOLDINGS INC,C,0.019742
15488,2015-08-31,PAYPAL HOLDINGS INC,-0.095607,-0.062581
15488,2015-09-30,PAYPAL HOLDINGS INC,-0.113143,-0.026443
15488,2015-10-30,PAYPAL HOLDINGS INC,0.160116,0.082983
15488,2015-11-30,PAYPAL HOLDINGS INC,-0.020828,0.000505
15488,2015-12-31,PAYPAL HOLDINGS INC,0.026659,-0.01753
15488,2016-01-29,PAYPAL HOLDINGS INC,-0.001657,-0.050735
15488,2016-02-29,PAYPAL HOLDINGS INC,0.055340,-0.004128
15488,2016-03-31,PAYPAL HOLDINGS INC,0.012061,0.065991
15488,2016-04-29,PAYPAL HOLDINGS INC,0.015026,0.002699
15488,2016-05-31,PAYPAL HOLDINGS INC,-0.035477,0.015329
15488,2016-06-30,PAYPAL HOLDINGS INC,-0.033871,0.000906
15488,2016-07-29,PAYPAL HOLDINGS INC,0.019995,0.03561
15488,2016-08-31,PAYPAL HOLDINGS INC,-0.002417,-0.001219
15488,2016-09-30,PAYPAL HOLDINGS INC,0.102826,-0.001234
15488,2016-10-31,PAYPAL HOLDINGS INC,0.016842,-0.019426
15488,2016-11-30,PAYPAL HOLDINGS INC,-0.057129,0.034174
15488,2016-12-30,PAYPAL HOLDINGS INC,0.004837,0.018201
15488,2017-01-31,PAYPAL HOLDINGS INC,0.007854,0.017884
15488,2017-02-28,PAYPAL HOLDINGS INC,0.055807,0.037198
15488,2017-03-31,PAYPAL HOLDINGS INC,0.024286,-0.000389
15488,2017-04-28,PAYPAL HOLDINGS INC,0.109252,0.009091
15488,2017-05-31,PAYPAL HOLDINGS INC,0.094090,0.011576
15488,2017-06-30,PAYPAL HOLDINGS INC,0.027964,0.004814
15488,2017-07-31,PAYPAL HOLDINGS INC,0.090926,0.019349
15488,2017-08-31,PAYPAL HOLDINGS INC,0.053459,0.000546
15488,2017-09-29,PAYPAL HOLDINGS INC,0.038100,0.019303
15488,2017-10-31,PAYPAL HOLDINGS INC,0.133219,0.022188
15488,2017-11-30,PAYPAL HOLDINGS INC,0.043688,0.028083
15488,2017-12-29,PAYPAL HOLDINGS INC,-0.027862,0.009832
15488,2018-01-31,PAYPAL HOLDINGS INC,0.158924,0.056179
15488,2018-02-28,PAYPAL HOLDINGS INC,-0.069269,-0.038947
15488,2018-03-29,PAYPAL HOLDINGS INC,-0.044579,-0.026885
15488,2018-04-30,PAYPAL HOLDINGS INC,-0.016607,0.002719
15488,2018-05-31,PAYPAL HOLDINGS INC,0.099987,0.021608
15488,2018-06-29,PAYPAL HOLDINGS INC,0.014622,0.004842
15488,2018-07-31,PAYPAL HOLDINGS INC,-0.013570,0.036022
15488,2018-08-31,PAYPAL HOLDINGS INC,0.124057,0.030263
15488,2018-09-28,PAYPAL HOLDINGS INC,-0.048630,0.004294
15488,2018-10-31,PAYPAL HOLDINGS INC,-0.041553,-0.069403
15488,2018-11-30,PAYPAL HOLDINGS INC,0.019242,0.017859
15488,2018-12-31,PAYPAL HOLDINGS INC,-0.020044,-0.091777
15488,2019-01-31,PAYPAL HOLDINGS INC,0.055536,0.078684
15488,2019-02-28,PAYPAL HOLDINGS INC,0.104890,0.029729
15488,2019-03-29,PAYPAL HOLDINGS INC,0.058835,0.017924
15488,2019-04-30,PAYPAL HOLDINGS INC,0.085998,0.039313
15488,2019-05-31,PAYPAL HOLDINGS INC,-0.026780,-0.065778
15488,2019-06-28,PAYPAL HOLDINGS INC,0.042916,0.06893
15488,2019-07-31,PAYPAL HOLDINGS INC,-0.035471,0.013128
15488,2019-08-30,PAYPAL HOLDINGS INC,-0.012228,-0.018092
15488,2019-09-30,PAYPAL HOLDINGS INC,-0.050069,0.017181
15488,2019-10-31,PAYPAL HOLDINGS INC,0.004923,0.020432
15488,2019-11-29,PAYPAL HOLDINGS INC,0.037560,0.034047
15488,2019-12-31,PAYPAL HOLDINGS INC,0.001481,0.02859
15488,2020-01-31,PAYPAL HOLDINGS INC,0.052880,-0.001628
15488,2020-02-28,PAYPAL HOLDINGS INC,-0.051804,-0.08411
15488,2020-03-31,PAYPAL HOLDINGS INC,-0.113436,-0.125119
15488,2020-04-30,PAYPAL HOLDINGS INC,0.284730,0.126844
15488,2020-05-29,PAYPAL HOLDINGS INC,0.260244,0.045282
15488,2020-06-30,PAYPAL HOLDINGS INC,0.123992,0.018388
15488,2020-07-31,PAYPAL HOLDINGS INC,0.125352,0.055101
15488,2020-08-31,PAYPAL HOLDINGS INC,0.041159,0.070065
15488,2020-09-30,PAYPAL HOLDINGS INC,-0.034829,-0.039228
15488,2020-10-30,PAYPAL HOLDINGS INC,-0.055321,-0.027666
15488,2020-11-30,PAYPAL HOLDINGS INC,0.150379,0.107546
15488,2020-12-31,PAYPAL HOLDINGS INC,0.093779,0.037121
15488,2021-01-29,PAYPAL HOLDINGS INC,0.000470,-0.011137
15488,2021-02-26,PAYPAL HOLDINGS INC,0.109001,0.026091
15488,2021-03-31,PAYPAL HOLDINGS INC,-0.065461,0.042439
15488,2021-04-30,PAYPAL HOLDINGS INC,0.080094,0.052425
15488,2021-05-28,PAYPAL HOLDINGS INC,-0.008655,0.005487
15488,2021-06-30,PAYPAL HOLDINGS INC,0.120991,0.022214
15488,2021-07-30,PAYPAL HOLDINGS INC,-0.054721,0.022748
15488,2021-08-31,PAYPAL HOLDINGS INC,0.047654,0.02899
15488,2021-09-30,PAYPAL HOLDINGS INC,-0.098559,-0.047569
15488,2021-10-29,PAYPAL HOLDINGS INC,-0.106145,0.069144
15488,2021-11-30,PAYPAL HOLDINGS INC,-0.205082,-0.008334
15488,2021-12-31,PAYPAL HOLDINGS INC,0.019958,0.043613
15488,2022-01-31,PAYPAL HOLDINGS INC,-0.088238,-0.052585
15488,2022-02-28,PAYPAL HOLDINGS INC,-0.349017,-0.031361
15488,2022-03-31,PAYPAL HOLDINGS INC,0.033235,0.035773
15488,2022-04-29,PAYPAL HOLDINGS INC,-0.239689,-0.087957
15488,2022-05-31,PAYPAL HOLDINGS INC,-0.030934,5.3e-05
15488,2022-06-30,PAYPAL HOLDINGS INC,-0.180378,-0.08392
15488,2022-07-29,PAYPAL HOLDINGS INC,0.238975,0.091116
15488,2022-08-31,PAYPAL HOLDINGS INC,0.079857,-0.04244
15488,2022-09-30,PAYPAL HOLDINGS INC,-0.078874,-0.093396
15488,2022-10-31,PAYPAL HOLDINGS INC,-0.028930,0.079863
15488,2022-11-30,PAYPAL HOLDINGS INC,-0.061857,0.053753
15488,2022-12-30,PAYPAL HOLDINGS INC,-0.091698,-0.058971
