PERMNO,date,COMNAM,RET,sprtrn
75510,2011-12-30,ADOBE SYSTEMS INC,0.030999,0.008533
75510,2012-01-31,ADOBE SYSTEMS INC,0.094800,0.043583
75510,2012-02-29,ADOBE SYSTEMS INC,0.062682,0.040589
75510,2012-03-30,ADOBE SYSTEMS INC,0.043174,0.031332
75510,2012-04-30,ADOBE SYSTEMS INC,-0.022151,-0.007497
75510,2012-05-31,ADOBE SYSTEMS INC,-0.074516,-0.062651
75510,2012-06-29,ADOBE SYSTEMS INC,0.042512,0.039555
75510,2012-07-31,ADOBE SYSTEMS INC,-0.046030,0.012598
75510,2012-08-31,ADOBE SYSTEMS INC,0.012630,0.019763
75510,2012-09-28,ADOBE SYSTEMS INC,0.037256,0.024236
75510,2012-10-31,ADOBE SYSTEMS INC,0.049021,-0.019789
75510,2012-11-30,ADOBE SYSTEMS INC,0.017193,0.002847
75510,2012-12-31,ADOBE SYSTEMS INC,0.088703,0.007068
75510,2013-01-31,ADOBE SYSTEMS INC,0.003981,0.050428
75510,2013-02-28,ADOBE SYSTEMS INC,0.039122,0.011061
75510,2013-03-28,ADOBE SYSTEMS INC,0.106970,0.035988
75510,2013-04-30,ADOBE SYSTEMS INC,0.035965,0.018086
75510,2013-05-31,ADOBE SYSTEMS INC,-0.048137,0.020763
75510,2013-06-28,ADOBE SYSTEMS INC,0.061757,-0.014999
75510,2013-07-31,ADOBE SYSTEMS INC,0.037752,0.049462
75510,2013-08-30,ADOBE SYSTEMS INC,-0.032360,-0.031298
75510,2013-09-30,ADOBE SYSTEMS INC,0.135301,0.029749
75510,2013-10-31,ADOBE SYSTEMS INC,0.043897,0.044596
75510,2013-11-29,ADOBE SYSTEMS INC,0.047215,0.028049
75510,2013-12-31,ADOBE SYSTEMS INC,0.054579,0.023563
75510,2014-01-31,ADOBE SYSTEMS INC,-0.011507,-0.035583
75510,2014-02-28,ADOBE SYSTEMS INC,0.159486,0.043117
75510,2014-03-31,ADOBE SYSTEMS INC,-0.042110,0.006932
75510,2014-04-30,ADOBE SYSTEMS INC,-0.061606,0.006201
75510,2014-05-30,ADOBE SYSTEMS INC,0.046199,0.02103
75510,2014-06-30,ADOBE SYSTEMS INC,0.121165,0.019058
75510,2014-07-31,ADOBE SYSTEMS INC,-0.042981,-0.01508
75510,2014-08-29,ADOBE SYSTEMS INC,0.038269,0.037655
75510,2014-09-30,ADOBE SYSTEMS INC,-0.037691,-0.015514
75510,2014-10-31,ADOBE SYSTEMS INC,0.013441,0.023201
75510,2014-11-28,ADOBE SYSTEMS INC,0.050770,0.024534
75510,2014-12-31,ADOBE SYSTEMS INC,-0.013301,-0.004189
75510,2015-01-30,ADOBE SYSTEMS INC,-0.035351,-0.031041
75510,2015-02-27,ADOBE SYSTEMS INC,0.127905,0.054893
75510,2015-03-31,ADOBE SYSTEMS INC,-0.065234,-0.017396
75510,2015-04-30,ADOBE SYSTEMS INC,0.028672,0.008521
75510,2015-05-29,ADOBE SYSTEMS INC,0.039837,0.010491
75510,2015-06-30,ADOBE SYSTEMS INC,0.024276,-0.021012
75510,2015-07-31,ADOBE SYSTEMS INC,0.012097,0.019742
75510,2015-08-31,ADOBE SYSTEMS INC,-0.041712,-0.062581
75510,2015-09-30,ADOBE SYSTEMS INC,0.046455,-0.026443
75510,2015-10-30,ADOBE SYSTEMS INC,0.078326,0.082983
75510,2015-11-30,ADOBE SYSTEMS INC,0.031581,0.000505
75510,2015-12-31,ADOBE SYSTEMS INC,0.027116,-0.01753
75510,2016-01-29,ADOBE SYSTEMS INC,-0.051203,-0.050735
75510,2016-02-29,ADOBE SYSTEMS INC,-0.044654,-0.004128
75510,2016-03-31,ADOBE SYSTEMS INC,0.101585,0.065991
75510,2016-04-29,ADOBE SYSTEMS INC,0.004478,0.002699
75510,2016-05-31,ADOBE SYSTEMS INC,0.055721,0.015329
75510,2016-06-30,ADOBE SYSTEMS INC,-0.036996,0.000906
75510,2016-07-29,ADOBE SYSTEMS INC,0.021610,0.03561
75510,2016-08-31,ADOBE SYSTEMS INC,0.045473,-0.001219
75510,2016-09-30,ADOBE SYSTEMS INC,0.060893,-0.001234
75510,2016-10-31,ADOBE SYSTEMS INC,-0.009490,-0.019426
75510,2016-11-30,ADOBE SYSTEMS INC,-0.043717,0.034174
75510,2016-12-30,ADOBE SYSTEMS INC,0.001362,0.018201
75510,2017-01-31,ADOBE SYSTEMS INC,0.101311,0.017884
75510,2017-02-28,ADOBE SYSTEMS INC,0.043747,0.037198
75510,2017-03-31,ADOBE SYSTEMS INC,0.099628,-0.000389
75510,2017-04-28,ADOBE SYSTEMS INC,0.027741,0.009091
75510,2017-05-31,ADOBE SYSTEMS INC,0.060715,0.011576
75510,2017-06-30,ADOBE SYSTEMS INC,-0.002961,0.004814
75510,2017-07-31,ADOBE SYSTEMS INC,0.035704,0.019349
75510,2017-08-31,ADOBE SYSTEMS INC,0.059185,0.000546
75510,2017-09-29,ADOBE SYSTEMS INC,-0.038541,0.019303
75510,2017-10-31,ADOBE SYSTEMS INC,0.174152,0.022188
75510,2017-11-30,ADOBE SYSTEMS INC,0.036024,0.028083
